Time,PosX,PosY,PosZ
0.0,-1759.4618912049793,1205.655499890573,1962.9009202607751
0.073,-1739.0,1233.0,1963.0
0.259,-1664.4722508646985,1330.8622449759614,1963.6657458935251
0.313,-1633.0,1371.0,1964.0
0.459,-1522.312664392488,1509.519483377048,1965.2426729551742
0.553,-1457.0,1591.0,1966.0
0.619,-1422.673890402747,1634.1062813039205,1966.408174919638
0.899,-1354.2598901627962,1724.1473403423286,1967.3974579255867
0.994,-1320.0,1771.0,1968.0
1.259,-1173.6091577672134,1971.1712871870266,1970.664004451756
1.294,-1157.0,1994.0,1971.0
1.419,-1110.6276388914753,2058.16490259744,1972.0541340610034
1.554,-1066.0,2120.0,1973.0
1.739,-983.2605962596523,2233.2117716862485,1974.105940542357
1.854,-928.0,2309.0,1975.0
2.094,-817.0,2462.0,1978.0
2.099,-814.6739330613669,2465.1639179322956,1978.0823106659968
2.154,-789.0,2500.0,1979.0
2.419,-665.538512320173,2670.9864382513397,1981.2759369279765
2.494,-631.0,2720.0,1982.0
2.619,-573.9913836358015,2802.102296235195,1983.7001963816683
2.714,-531.0,2865.0,1985.0
2.819,-483.71607444796473,2935.144228369588,1986.1198599582665
2.914,-441.0,2999.0,1987.0
3.114,-351.0,3134.0,1989.0
3.259,-286.0895527242547,3231.883270150023,1990.9803552595529
3.334,-252.0,3283.0,1992.0
3.414,-215.0,3338.0,1993.0
3.499,-175.39473690644468,3396.052735090985,1994.069633063019
3.675,-94.0,3513.0,1996.0
3.699,-83.18063143576167,3528.364725320302,1996.1749854399477
3.899,11.121663078002289,3658.663956166391,1997.449288512356
3.934,32.0,3686.0,1998.0
4.194,219.0,3919.0,2005.0
4.219,234.5826636835372,3937.5623438439015,2005.5799090143755
4.593,404.0,4120.0,2010.0
4.659,434.68467919074766,4150.677012376954,2010.289077018565
4.873,565.0,4260.0,2011.0
4.98,668.6315428363323,4321.489222382575,2011.7992614216823
5.213,912.0,4443.0,2014.0
5.299,965.1637515387745,4467.819709485268,2014.5623856325724
5.634,1139.0,4498.0,2016.0
5.699,1225.283780001269,4506.28148020267,2016.3825779090853
5.793,1356.0,4518.0,2017.0
6.139,1563.4203800663972,4519.598455991751,2019.8317733487916
6.154,1573.0,4519.0,2020.0
6.299,1688.2793215442264,4511.9481079953175,2021.8574755941352
6.394,1771.0,4505.0,2023.0
6.539,1891.4327380495176,4489.771900286831,2024.317218352918
6.613,1952.0,4481.0,2025.0
6.714,2035.0,4469.0,2026.0
6.739,2055.631127695812,4466.23011779912,2026.1865010699225
6.939,2220.800643793192,4448.04496656,2026.9279062876626
6.954,2233.0,4447.0,2027.0
7.179,2419.087649153134,4437.97128668764,2028.8259705575538
7.194,2433.0,4438.0,2029.0
7.474,2715.0,4453.0,2033.0
7.499,2736.576431759487,4455.223469690863,2033.327106318225
7.659,2852.3853426780147,4472.547439146962,2035.1553422496158
7.794,2964.0,4507.0,2037.0
7.899,3077.6930858278906,4552.80778858111,2038.8974927388108
8.114,3314.0,4660.0,2043.0
8.179,3357.6688906800396,4680.135636214864,2043.8680662447837
8.554,3521.0,4801.0,2047.0
8.579,3547.499518925337,4823.842519906722,2047.3025417203394
8.714,3709.0,4964.0,2049.0
8.899,3813.1197430029106,5059.653654815914,2049.9176451911935
9.099,3853.548381445581,5107.78316051872,2049.873079627632
9.154,3885.0,5140.0,2050.0
9.299,4009.080736064547,5263.1014422948265,2050.6320923989956
9.374,4069.0,5322.0,2051.0
