sample_id,SessionTime,Time,Date,Driver,LapNumber,X,Y,Z,x_aligned,x_aligned,y_aligned,y_aligned,proj_x,proj_y,s_m,s_unwrapped_m,progress,d_m,d_raw,d_smooth,d_final,w_left,w_right,track_width,left_margin,right_margin,x_ref,y_ref,ref_heading,curvature,turn_sign,tangent_x,tangent_y,normal_x,normal_y,ds_dt,dd_dt,d2d_dt2,Speed,RPM,nGear,Throttle,Brake,DRS,Distance,RelativeDistance,DriverAhead,DistanceToDriverAhead,Status,Source
179,0 days 00:56:44.987000,0 days 00:00:36,2025-07-06 14:04:25.600,BOR,1.0,5795.897067044581,4727.897760642538,2063.9240833681943,754.841185700998,754.841185700998,358.43826857596434,358.43826857596434,755.9673988648885,356.1516076419291,1050.1133563291585,1050.1133563291585,0.17838426884793362,2.5489555346775195,2.5489555346775195,2.042285982123429,2.042285982123429,6.553,7.328,13.881,4.5107140178765714,9.370285982123429,755.303303974505,358.08290513567374,0.3311939554107227,0.05273241855717303,1.0,0.9456547763876839,0.3251723295349089,-0.3251723295349089,0.9456547763876839,27.6444660156022,-0.2580501929012659,-3.7344842444696176,63.1083328,5499.104144,2,0.0,False,1,678.3211297566127,0.03305729768168879,6,3.934444479999542,OnTrack,interpolation
180,0 days 00:56:45.187000,0 days 00:00:36.200000,2025-07-06 14:04:25.800,BOR,1.0,5833.2007441361675,4727.4453420182135,2063.624157685312,758.5523865918284,758.5523865918284,358.39839880480594,358.39839880480594,758.938308769287,357.6148231949065,1053.4250485573898,1053.4250485573898,0.17894683077824514,0.8734567324622912,0.8734567324622912,1.8988684307595847,1.8988684307595847,6.553,7.328,13.881,4.654131569240415,9.226868430759584,758.3208492981767,359.41049719618604,0.3311939554107227,0.05273241855717303,1.0,0.9456547763876839,0.3251723295349089,-0.3251723295349089,0.9456547763876839,13.798773295427782,-0.9852542531169464,-3.0002416364991746,61.76156577145684,5375.701046866188,2,0.0,True,1,681.7407787241895,0.033223950833019336,6,4.064166681850078,OnTrack,interpolation
181,0 days 00:56:45.387000,0 days 00:00:36.400000,2025-07-06 14:04:26.000,BOR,1.0,5852.912065142995,4735.353263134307,2063.15114981741,760.5122686041395,760.5122686041395,359.1878299668985,359.1878299668985,760.7910295342383,358.8026877808077,1055.6328656473308,1055.6328656473308,0.17932187584834675,0.47543891264425975,0.47543891264425975,1.6481842808765608,1.6481842808765608,7.113,6.959,14.072,5.46481571912344,8.60718428087656,759.9401076844543,360.21422716364077,0.5424996365452629,0.03350343205846353,1.0,0.8564208500292196,0.5162783431785891,-0.5162783431785891,0.8564208500292196,10.617599391276118,-1.4581468475012087,-2.360594293776188,61.04982248553054,5147.943195369774,2,0.0,True,1,685.1250532427576,0.033388880046173894,6,4.23083323463787,OnTrack,interpolation
182,0 days 00:56:45.587000,0 days 00:00:36.600000,2025-07-06 14:04:26.200,BOR,1.0,5867.690098240173,4749.903024256477,2062.7972715984583,761.9804498493147,761.9804498493147,360.63734182190024,360.63734182190024,762.4429571633017,359.99833162083354,1057.6720883139012,1057.6720883139012,0.17966828154083872,0.7888263766880178,0.7888263766880178,1.3156096917589686,1.3156096917589686,7.113,6.959,14.072,5.797390308241032,8.274609691758968,761.7637363713707,361.12504719135643,0.5424996365452629,0.03350343205846353,1.0,0.8564208500292196,0.5162783431785891,-0.5162783431785891,0.8564208500292196,12.516403274363498,-1.9294919706276363,-0.9378715028729948,60.07000064,5278.00989952,2,0.0,False,1,688.4605423207732,0.03355143174997464,6,1.0479521983993423,OnTrack,interpolation
183,0 days 00:56:45.787000,0 days 00:00:36.800000,2025-07-06 14:04:26.400,BOR,1.0,5888.853136178264,4769.56317000495,2062.823993185543,764.083136266702,764.083136266702,362.59613744553053,362.59613744553053,764.7505787851917,361.8569390348157,1060.6394269570717,1060.6394269570717,0.18017234763150966,0.9959386556867762,0.9959386556867762,0.8763874926262082,0.8763874926262082,7.476,6.942,14.418,6.5996125073737915,7.818387492626209,764.1991350084714,362.5380886500605,0.6805539905039735,0.021286360624518927,1.0,0.7772242540838146,0.6292236954087618,-0.6292236954087618,0.7772242540838146,16.98775535982077,-1.8332954486500654,1.8704927938377502,60.0,5401.928493714286,2,5.978567314285715,False,1,691.7863822936637,0.03371351321434675,87,1.530832835554925,OnTrack,interpolation
184,0 days 00:56:45.987000,0 days 00:00:37,2025-07-06 14:04:26.600,BOR,1.0,5917.485074053346,4794.4731375485735,2063.2681377312592,766.9281394356351,766.9281394356351,365.0782379934231,365.0782379934231,767.5849351381249,364.42913524254055,1064.467190457831,1064.467190457831,0.18082257533244345,0.9234256743303175,0.9234256743303175,0.5822915122987756,0.5822915122987756,7.269,7.207,14.475999999999999,6.686708487701225,7.789291512298775,767.182629910129,364.85010306651566,0.762733264818244,0.011251791400304212,1.0,0.7229503008092624,0.6909000380371947,-0.6909000380371947,0.7229503008092624,19.93161789254829,-1.1812948530923661,2.068080459808741,60.529999360000005,5451.58000896,2,9.52999936,False,1,695.1489660245456,0.03387738534879029,87,2.279166204443871,OnTrack,interpolation
185,0 days 00:56:46.187000,0 days 00:00:37.200000,2025-07-06 14:04:26.800,BOR,1.0,5949.064801160201,4821.834193717288,2063.8847850993807,770.0660643566484,770.0660643566484,367.8045900085528,367.8045900085528,770.498494353726,367.377225000525,1068.6120741140928,1068.6120741140928,0.18152667269110065,0.6079774275900762,0.6079774275900762,0.40386955138915426,0.40386955138915426,7.269,7.207,14.475999999999999,6.865130448610846,7.610869551389154,770.2194608653091,367.6692026141895,0.762733264818244,0.011251791400304212,1.0,0.7229503008092624,0.6909000380371947,-0.6909000380371947,0.7229503008092624,18.264150492027337,-1.006063264726381,-0.3647271327552163,62.05999872,5702.57968896,2,16.88999168,False,1,698.5699570929607,0.03404410390605471,87,2.9130551999994494,OnTrack,interpolation
186,0 days 00:56:46.387000,0 days 00:00:37.400000,2025-07-06 14:04:27.000,BOR,1.0,5971.721028269951,4843.694944954362,2064.0094298320673,772.3169968372868,772.3169968372868,369.98251752095155,369.98251752095155,772.6055537649569,369.7317190975128,1071.7728506546437,1071.7728506546437,0.18206359835610583,0.3823152491149089,0.3823152491149089,0.17986620640813172,0.17986620640813172,6.904,7.497,14.401,6.724133793591868,7.676866206408132,772.4736715026013,369.8540257657024,0.8230515276450246,0.012816093622058732,1.0,0.6799869226798679,0.7332242392231474,-0.7332242392231474,0.6799869226798679,14.795486664427859,-1.3271857061944858,-1.9253284239127173,64.801997824,6066.2558366719995,2,24.695997952,False,1,702.2485400725379,0.03422337594590156,87,3.0858334399994516,OnTrack,interpolation
187,0 days 00:56:46.587000,0 days 00:00:37.600000,2025-07-06 14:04:27.200,BOR,1.0,5990.2352649427685,4863.907626645315,2064.1184496301717,774.1560924048324,774.1560924048324,371.99591702632705,371.99591702632705,774.3943665119589,371.82859863570746,1074.5302687798653,1074.5302687798653,0.18253200494593835,0.2911528704417067,0.2911528704417067,-0.12700473108876076,-0.12700473108876076,6.959,7.208,14.167,7.08600473108876,7.08099526891124,774.4943848978489,371.75032651932565,0.9067696471132103,0.020903091159064052,1.0,0.6162929184670171,0.787517008481345,-0.787517008481345,0.6162929184670171,15.674589362886922,-1.776194634291643,-2.1654730553877104,68.201997824,6321.455836671999,2,27.895997952000002,False,1,706.3571206240057,0.03442360348471906,87,2.9191667733328,OnTrack,interpolation
188,0 days 00:56:46.787000,0 days 00:00:37.800000,2025-07-06 14:04:27.400,BOR,1.0,6013.762207578639,4890.521540038984,2064.7920752305567,776.4929928191315,776.4929928191315,374.6468305623827,374.6468305623827,776.4128664925997,374.7030960465481,1078.0426863997927,1078.0426863997927,0.18312866438774336,-0.09790828826937398,-0.09790828826937398,-0.5306116473078794,-0.5306116473078794,6.959,7.208,14.167,7.489611647307879,6.6773883526921205,776.830732189753,374.37608384585616,0.9067696471132103,0.020903091159064052,1.0,0.6162929184670171,0.787517008481345,-0.787517008481345,0.6162929184670171,23.60805843197429,-2.1933749283487822,-1.5909731291835685,71.60199782400001,6576.655836671999,2,31.095997952000005,False,1,710.8925573615513,0.034644633430230706,87,2.7525001066661487,OnTrack,interpolation
189,0 days 00:56:46.987000,0 days 00:00:38,2025-07-06 14:04:27.600,BOR,1.0,6049.549286460754,4938.847722421731,2065.027682643001,780.0465960155443,780.0465960155443,379.4594677802249,379.4594677802249,779.4073166986228,379.81674242500156,1083.9734921526572,1083.9734921526572,0.18413613890611547,-0.7323409157243012,-0.7323409157243012,-1.0043547024284731,-1.0043547024284731,6.926,7.092,14.018,7.930354702428473,6.087645297571527,780.2578414971265,379.28257397271284,1.0100098342652428,0.020772984313688212,1.0,0.5318523933796606,0.8468370750364715,-0.8468370750364715,0.5318523933796606,26.81191402341726,-2.412583885965215,-0.6679925195243377,75.001997824,6831.855836672,2,34.295997952,False,1,715.5690668459224,0.03487253841410105,87,2.5858334399994973,OnTrack,interpolation
190,0 days 00:56:47.187000,0 days 00:00:38.200000,2025-07-06 14:04:27.800,BOR,1.0,6077.575253669622,4979.584722028081,2064.988140160547,782.8291341805826,782.8291341805826,383.5160296051345,383.5160296051345,781.4306223939466,384.16223855282703,1088.767452009162,1088.767452009162,0.18495049577410003,-1.5405911921849424,-1.5405911921849424,-1.4956452016941848,-1.4956452016941848,7.027,7.013,14.04,8.522645201694186,5.517354798305815,782.7633750179265,383.4834712785529,1.099738594722223,0.015440161658854748,1.0,0.4538290722327099,0.891088757193355,-0.891088757193355,0.4538290722327099,18.57484799608049,-2.460571936158578,-0.12786139144449574,78.401997824,7087.055836672,2,37.495997951999996,False,1,720.2701348649598,0.03510164023344574,87,2.419166773332846,OnTrack,interpolation
191,0 days 00:56:47.387000,0 days 00:00:38.400000,2025-07-06 14:04:28.000,BOR,1.0,6092.002140193696,5003.192082810069,2064.997765261599,784.2611340190772,784.2611340190772,385.8665840794752,385.8665840794752,782.429901315749,386.6009977083388,1091.403431351091,1091.403431351091,0.18539827338284504,-1.9730120607840147,-1.9730120607840147,-1.9885834768921282,-1.9885834768921282,7.21,7.019,14.229,9.198583476892129,5.030416523107872,784.2560193614443,385.8137511600743,1.1637670311523394,0.01025697226167817,1.0,0.39588307828791097,0.9183009247111142,-0.9183009247111142,0.39588307828791097,17.130884597196513,-2.463728442543025,0.28246799956660257,82.6499968,7389.31977984,2,40.58999808,False,1,724.9491821020276,0.03532966889214009,87,2.105278062221735,OnTrack,interpolation
192,0 days 00:56:47.587000,0 days 00:00:38.600000,2025-07-06 14:04:28.200,BOR,1.0,6113.9128510649525,5040.8322408053255,2065.0004372376734,786.4357254317251,786.4357254317251,389.6142156646076,389.6142156646076,783.9627947197938,390.5284751114375,1095.6198058480422,1095.6198058480422,0.1861145149936145,-2.6365235902852917,-2.6365235902852917,-2.481136578711619,-2.481136578711619,7.188,7.076,14.264,9.669136578711619,4.59486342128838,786.2780384723267,389.6364632905638,1.203045643187186,0.0054152836800291015,1.0,0.3595174197693085,0.9331383739201913,-0.9331383739201913,0.3595174197693085,25.56545201035073,-2.3475847363319113,1.0195967800658237,86.99164766262287,7718.962286214528,2,42.44258836947175,False,1,729.811959860948,0.035566651472933655,87,1.6019446819759242,OnTrack,interpolation
193,0 days 00:56:47.787000,0 days 00:00:38.800000,2025-07-06 14:04:28.400,BOR,1.0,6141.494393589048,5095.276835173794,2064.9997812045403,789.1721618874403,789.1721618874403,395.0344098093551,395.0344098093551,786.0312457680743,396.17106937535584,1101.629612155222,1101.629612155222,0.18713540944997253,-3.3402618217550266,-3.3402618217550266,-2.9276173714240388,-2.9276173714240388,6.999,7.155,14.154,9.926617371424038,4.2273826285759615,788.7806855809143,395.16532378673315,1.2201155415807445,0.001369732040826303,1.0,0.34353723899837235,0.9391390554233038,-0.9391390554233038,0.34353723899837235,31.12339195036131,-2.0558897305170665,1.7573317895352432,90.74947797891393,8035.872642888407,2,43.277661773091985,False,1,735.0037472332955,0.035819668006163714,87,1.046388903734095,OnTrack,interpolation
