progress,s_m,d_raw,d_smooth,d_final,x_ref,y_ref
7.84853159964204e-05,0.4620277288790219,4.213499507107101,3.4934481447006593,3.4934481447006593,0.8800689817703446,1.9270304131272056
0.0010544818206157185,6.207528561718691,4.188315010236474,3.4934481447006593,3.4934481447006593,4.248121050239152,6.5816023087968265
0.001375977728453087,8.100112190340042,4.102688570306099,3.4934481447006593,3.4934481447006593,5.357542125312708,8.114918215421483
0.0016315874285646136,9.604836580152817,4.138457401634275,3.4934481447006593,3.4934481447006593,6.239602460713339,9.334001909845435
0.003709929198150245,21.839628724964367,3.8546723266229135,3.4934481447006593,3.4934481447006593,13.410581970430076,19.246424916978512
0.004571319323573155,26.9104641834865,3.665066860545204,3.230057112314413,3.230057112314413,16.595842639607568,23.20060594086599
0.007564601282768627,44.53133055758262,2.842466525591706,2.966896815158405,2.966896815158405,27.135125723871163,37.324242914652544
0.009327328340814327,54.90816052791236,2.341424917515913,2.7020264270608045,2.7020264270608045,33.43010996214673,45.57766163426706
0.010257628571483436,60.3846563194472,2.0944421827462474,2.432667265234383,2.432667265234383,36.85720852816733,49.857669387736536
0.012168224080752766,71.6319589867949,1.8429802156308828,2.1961743183730214,2.1961743183730214,43.63879957752831,58.833544210832244
0.013149111387230357,77.4062510151123,1.819872335832407,1.9825777859240372,1.9825777859240372,47.19503987217369,63.387766773986506
0.017340010572567024,102.07725613217593,1.7188550774276938,1.8544936450814373,1.8544936450814373,61.75301622120684,83.30601136327182
0.017817109859084797,104.8858464652984,1.7142249451964766,1.7792937477155695,1.7792937477155695,63.45941574103123,85.53805847866012
0.019155012951556555,112.76182070872424,1.7262358048706623,1.7309481746092041,1.7309481746092041,68.11282085404758,91.89249890852948
0.020443731309781,120.34825402629282,1.7426980685043465,1.7102567903992303,1.7102567903992303,72.57417061998483,98.02851354374845
0.022813438967780424,134.29826025908463,1.6897092580083053,1.688422722035963,1.688422722035963,80.76461581203878,109.32098172330319
0.02439853653326772,143.62942009371108,1.664625841223104,1.6825288739116497,1.6825288739116497,86.23619692013618,116.87959099839665
0.027592954273943877,162.43433353615393,1.659332024788959,1.6861501338118299,1.6861501338118299,97.25067545532933,132.12123485444323
0.027659316760171093,162.82499653349376,1.6567577577411177,1.7111202862146109,1.7111202862146109,97.45932546542475,132.45245407695495
0.028390617617143232,167.1300218721129,1.6233657205630017,1.757772528117559,1.757772528117559,99.9438184191401,135.9685390851532
0.03195473236145451,188.111269381564,1.6658104443088757,1.8424724561637764,1.8424724561637764,112.16853082724552,153.02081242946608
0.0329679391859039,194.0758201009167,1.7468162842980979,1.9622121934145784,1.9622121934145784,115.5664386230913,157.924357725909
0.03465675177537179,204.01753002853854,1.9509671764956895,2.153583974445103,2.153583974445103,121.23696087429863,166.09263371713126
0.035943756901543326,211.5938778835668,2.1625682456308795,2.3999247008204296,2.3999247008204296,125.47712584418795,172.37626476053478
0.037372490928293305,220.004556099879,2.4520086104242633,2.676771471614308,2.676771471614308,130.181686532082,179.3536639132328
0.03866986113868221,227.64192118163038,2.7422834764803223,2.9747440411773005,2.9747440411773005,134.41624326035358,185.71672385535487
0.04140962461871922,243.77037377529666,3.381678054063681,3.285848006937271,3.285848006937271,143.61724460059168,198.96711858008385
0.04339272819258225,255.44451725973641,3.873824295119057,3.6033104411826082,3.6033104411826082,150.20295395797365,208.6116498215366
0.04443032624398089,261.55265436908917,4.114986657707906,3.899802172882208,3.899802172882208,153.54255575150364,213.73422329078446
0.045549981272301976,268.14384487772855,4.347563570375807,4.161120767780044,4.161120767780044,157.19272127832326,219.22795640939492
0.04673753841217198,275.1347618573229,4.546751976137835,4.379294877252419,4.379294877252419,161.10967301851653,225.02019508821263
0.049145679704047845,289.31101938753335,4.8081290847037215,4.342907599282756,4.342907599282756,169.4328452290837,236.49203267842302
0.049463628114194955,291.18271958999753,4.830993830927274,4.2301786896388744,4.2301786896388744,170.61730963491732,237.9431013438843
0.05218332491813068,307.19304358001966,4.803875964504793,3.7453871080889507,3.7453871080889507,180.35362254326785,250.65313712879305
0.0527649754990556,310.6171069668341,4.705850461731696,3.1601539992213787,3.1601539992213787,182.82339502811018,253.09235678670532
0.05780965276080992,340.31413689638543,3.054192552336712,2.125179143017814,2.125179143017814,200.89649200151405,276.661239078768
0.05821788936288061,342.7173460534794,2.8592641083241257,0.9914680267691275,0.9914680267691275,203.21006821017934,277.96717874109333
0.062390057097441345,367.2780827776502,-0.24813757624140576,0.3967807566122611,0.3967807566122611,217.99336349342903,297.59883114121334
0.06311348034821149,371.536734186875,-0.9195344094323428,-0.017889459287585466,-0.017889459287585466,220.830669629608,300.8011140083671
0.06599725104702427,388.51292915614926,-4.768021729694246,-0.20260490121152566,-0.20260490121152566,231.1432439508881,314.25049474772635
0.0684175717052206,402.7608842375359,-5.395270961534458,-0.09632408282874572,-0.09632408282874572,242.74582794946704,322.1796742138567
0.07306367525971255,430.11158858478694,-0.521191600484524,0.221180534063157,0.221180534063157,268.877959246212,330.15335631187986
0.07401040179237563,435.68478280847813,1.0718440214061742,0.966832112098534,0.966832112098534,274.2815388137582,331.79153472145276
0.07693656194115207,452.91051619199595,3.043411484416234,1.7823238456059356,1.7823238456059356,291.56364178919534,333.66405672444574
0.07836931298002757,461.34484177426026,4.010719917781731,2.9724116601552963,2.9724116601552963,300.10841968693575,334.7241956327506
0.08056016134562295,474.24193827980935,5.71680566035125,4.182640666815949,4.182640666815949,313.09855978531357,335.4125083063669
0.08409155974407409,495.0305910499378,6.4627266260769884,4.754175101696369,4.754175101696369,333.7796545749175,335.4242707844703
0.08425360375715252,495.9845125114311,6.419891192134272,5.10395578934962,5.10395578934962,334.73933431536767,335.7586144257899
0.08619746538528461,507.42764632440975,5.942768601249997,5.187124823067132,5.187124823067132,346.1981186752041,335.6335505562141
0.08758121149602383,515.5734894642803,5.496790098411415,5.154831177845266,5.154831177845266,354.4165426720076,335.36824274299585
0.08960334129448555,527.4773727120012,4.622618313439253,4.916744839070197,4.916744839070197,366.4232870496232,334.5063939207906
0.09062559874433723,533.4952026957166,4.219870210285436,4.596830303971456,4.596830303971456,372.468110579175,333.72425025654366
0.0920298938734014,541.7620138937116,3.791932787873842,4.331105813836748,4.331105813836748,380.76421925946823,332.7018173250087
0.0923814680146716,543.8316622089592,3.7200771107849397,4.123026279609612,4.123026279609612,382.80450786245837,332.2934558459208
0.09519283724974363,560.381643899546,3.5740286113756246,3.911558761505611,3.911558761505611,399.2558089853703,330.43974338062355
0.09539975014003009,561.5996996792948,3.5834958101883285,3.782410182083471,3.782410182083471,400.45649561662566,330.1994710275924
0.09859079015108317,580.3847290870401,4.028370780921901,3.6583905644281987,3.6583905644281987,418.97646645402585,328.7585434256545
0.09882579711376592,581.7681691848544,4.07005279320577,3.6579836398148964,3.6579836398148964,420.3593985994988,328.7212426928055
0.10373177728524725,610.6487164283466,3.593582435475404,3.69847676054475,3.69847676054475,448.3937395004273,330.7746958939393
0.10409764117534069,612.8024857044545,3.4602810986399937,3.481037342459796,3.481037342459796,450.55187321770063,330.91556473431456
0.10608961611681367,624.5288531976383,3.1036936513879865,3.1725577296097818,3.1725577296097818,462.0512424583379,332.70111342741814
0.10812486043876635,636.5099390841831,3.78827046635412,2.796597103255691,2.796597103255691,473.4973487517953,335.14333397483693
0.11027140269104449,649.146214152607,4.0845151973536264,2.430401425440095,2.430401425440095,485.1654643610276,339.15316334251213
0.11474152459480179,675.4609488871852,1.617073848611033,2.178717015714926,2.178717015714926,507.64231903023307,351.8181959842878
0.11554542437036873,680.1933498826592,0.8071792945382015,2.0039254215153397,2.0039254215153397,511.6011199011173,354.3351893475287
0.11898620746243946,700.4485680392285,0.6447251437350854,1.9815606413460667,1.9815606413460667,527.6856462571384,366.44665561745467
0.1195770432924099,703.9267031935043,0.7742916928654053,1.9260074172365966,1.9260074172365966,530.4343425396153,368.5781558153525
0.12319411363422807,725.2196899644582,1.3284227479488813,1.9678786463664473,1.9678786463664473,546.785019590389,382.13029632847207
0.1255833901027673,739.2848939635555,1.8871567508437204,2.3415792831627127,2.3415792831627127,557.2470338087551,391.51724104953973
0.12663337924708468,745.4659750172232,2.902410629864527,2.890027015016285,2.890027015016285,561.565598721649,395.9560131196711
0.12739233906445357,749.9338232545339,3.288291449368889,3.4799142721340304,3.4799142721340304,564.5563753000129,399.3194873152104
0.13034081332955788,767.2909154834359,4.461356259522283,4.065080711987954,4.065080711987954,577.267472264295,411.1380596590577
0.13175728453832575,775.629404884936,4.980379579777422,4.615166153279639,4.615166153279639,583.1982388046974,417.0277034919106
0.1338995732403496,788.2406401336341,5.743208881220353,5.095597190937827,5.095597190937827,592.4203679794491,425.6585716659643
0.13588163475381465,799.9086492120016,5.953710457794795,5.458542176357879,5.458542176357879,601.0598771534064,433.5610732657066
0.13668849142562237,804.6584568782307,6.040789651550712,5.7415128933341135,5.7415128933341135,604.4920266310505,436.8561274961926
0.1388482273852884,817.3724007256169,6.279191719574051,5.881455119932531,5.881455119932531,614.1183549442468,445.1984760764278
0.1402581543152786,825.6723652359012,6.2110360897674095,5.9174242246367985,5.9174242246367985,620.4067311750139,450.58894044101953
0.14052075656908833,827.2182534238491,6.168915498644995,5.842516229063181,5.842516229063181,621.6305781676078,451.53618566827646
0.1430323543559921,842.0035391375953,5.835027902154996,5.658300823474387,5.658300823474387,632.8708306683013,461.0254228214641
0.1433617556796291,843.9426604052817,5.7208362989080515,5.259961398268935,5.259961398268935,634.5884012896967,462.0072899148203
0.14410958304125485,848.3449740495472,5.304101522115818,4.797351484115815,4.797351484115815,638.1584685301298,464.5662626793779
0.1444151362108956,850.1437058916582,5.069036921057794,4.14833413376357,4.14833413376357,639.9271649124373,465.27281913325413
0.14520384635119554,854.7866884705046,4.295771807495653,3.328395838879797,3.328395838879797,643.9770496960409,467.7645252079821
0.14647977895249084,862.297854533798,2.4557348247016453,2.0797157563029702,2.0797157563029702,650.622470311563,471.6536363845133
0.14667404317475205,863.4414500748784,2.1157024921959726,0.7628603162465223,0.7628603162465223,652.3549240759161,471.3434369567378
0.1475539152061618,868.6210849048504,0.3698799365972106,-0.5720062287443733,-0.5720062287443733,657.372112346896,473.33558987962175
