progress,s_m,d_raw,d_smooth,d_final,x_ref,y_ref
0.0002660760104204056,1.5663375147694865,4.2053177749157165,3.5326082227653064,3.5326082227653064,1.4957264800040146,2.8446368877115713
0.0008228640725575934,4.84404010856333,4.18247682993681,3.5326082227653064,3.5326082227653064,3.417221947758814,5.500044476154568
0.0012516484436072954,7.368209969126154,4.163562511649337,3.5326082227653064,3.5326082227653064,4.8967796652062034,7.544908594326921
0.0015155447674107259,8.921716094424584,4.131639803441082,3.5326082227653064,3.5326082227653064,5.807435558873324,8.80351382420207
0.0023378739509220653,13.762607415624245,4.066886033509476,3.5326082227653064,3.5326082227653064,8.644905434801402,12.725429019793438
0.0037165000249441108,21.878309899167267,3.824691329926919,3.2882592752555286,3.2882592752555286,13.599503452779107,19.1575032013952
0.007899558817968663,46.50316015773924,2.7445116640045857,3.038480012776101,3.038480012776101,28.232517083646307,38.96395805517024
0.009219239162519693,54.271860642642764,2.3715451246714236,2.77682621776818,2.77682621776818,32.996655233581656,45.105868749290444
0.010156670375055252,59.790335131907305,2.1028429328324094,2.5144642896903786,2.5144642896903786,36.442719041111346,49.424016663646384
0.01097603943781104,64.6138008002631,2.0061772473277113,2.2560645232430083,2.2560645232430083,39.47827927163447,53.181346230489076
0.012092746414848218,71.18763670668127,1.9344634676219656,2.0255471070918483,2.0255471070918483,43.51674178452362,58.373502109688104
0.01507689617279896,88.75474359536027,1.808678356578048,1.9146949170987173,1.9146949170987173,53.89896365508186,72.54470066980355
0.016390750354710656,96.4891465985227,1.770382450740869,1.843639705244974,1.843639705244974,58.48792203366756,78.77102157417494
0.018306558717996826,107.76713631951606,1.741288135483141,1.7929519566733967,1.7929519566733967,65.13638269621954,87.88108094618417
0.020384349146848876,119.99868282909328,1.7500345845664826,1.7501695676008413,1.7501695676008413,72.33702637537117,97.7686011295247
0.021653911805590308,127.47235028447652,1.7468419540664053,1.708336761095128,1.708336761095128,76.74944433119444,103.80084833282103
0.023104132288467204,136.00951507219312,1.7320482179877352,1.6833781964675028,1.6833781964675028,81.77126667770153,110.70484836464016
0.026981284102856728,158.83355068419564,1.646653195688214,1.6700164699552884,1.6700164699552884,95.15408670687087,129.19372526860695
0.027785530033855744,163.56798942910197,1.6211357456747102,1.664070690359207,1.664070690359207,97.93276643073176,133.02700265426728
0.02934926577474009,172.77339637376792,1.5579682090705465,1.7123656315174067,1.7123656315174067,103.287095178639,140.51523535791938
0.030482945224534624,179.44714591297188,1.5840512749294207,1.7730291323082783,1.7730291323082783,107.14819066142837,145.95902274421954
0.03162523366089078,186.1715748749254,1.6501269121309403,1.8956196996203316,1.8956196996203316,110.98891778713967,151.48011324850918
