Time,PosX,PosY,PosZ
0.0,-357.0,2678.9999999999995,1986.0
0.11,-357.0,2679.0,1986.0
0.197,-357.0,2679.0,1986.0
0.31,-357.0,2679.0,1986.0
0.437,-357.00000000000006,2679.0000000000005,1986.0
0.55,-357.0,2679.0,1986.0
0.677,-357.00000000000006,2679.0,1985.9999999999998
0.71,-357.0,2679.0,1986.0
0.877,-357.00000000000006,2679.0,1986.0
1.029,-357.0,2679.0,1986.0
1.117,-357.0000000000001,2679.0,1986.0000000000002
1.39,-357.0,2679.0,1986.0
1.397,-356.99999999999994,2679.0,1985.9999999999998
1.43,-357.0,2679.0,1986.0
1.75,-357.0,2679.0,1986.0
1.757,-356.9999999999999,2678.9999999999995,1985.9999999999995
1.917,-356.9999999999999,2678.9999999999995,1985.9999999999998
1.95,-357.0,2679.0,1986.0
2.237,-357.00000000000006,2679.0,1986.0
2.27,-357.0,2679.0,1986.0
2.53,-357.0,2679.0,1986.0
2.557,-357.00000000000006,2679.0,1986.0000000000002
2.917,-357.0,2679.0,1986.0
2.951,-357.0,2679.0,1986.0
3.197,-357.00000000000006,2679.0,1986.0
3.21,-357.0,2679.0,1986.0
3.518,-356.99999999999994,2678.9999999999995,1985.9999999999998
3.65,-357.0,2679.0,1986.0
3.678,-357.0,2678.9999999999995,1985.9999999999998
3.95,-357.0,2679.0,1986.0
3.998,-357.0,2679.0,1986.0
4.238,-357.0000000000001,2679.0000000000005,1986.0000000000002
4.29,-357.0,2679.0,1986.0
4.49,-357.0,2679.0,1986.0
4.611,-357.0,2679.0,1986.0
4.638,-357.0,2679.0,1985.9999999999995
4.798,-357.0,2679.0,1985.9999999999998
4.89,-357.0,2679.0,1986.0
4.958,-357.0,2679.0000000000005,1986.0
5.089,-357.0,2679.0,1986.0
5.269,-357.0,2679.0,1986.0
5.278,-356.99999999999994,2679.0,1985.9999999999995
5.437,-357.0,2679.0,1986.0
5.73,-357.0,2679.0,1986.0
5.797,-357.00000000000006,2679.000000000001,1986.0000000000002
6.037,-357.00000000000006,2679.0,1986.0000000000002
6.149,-357.0,2679.0,1986.0
6.357,-357.0,2679.0,1986.0000000000002
6.61,-357.0,2679.0,1986.0
6.637,-357.0,2679.0,1986.0
6.797,-357.0,2679.0,1986.0
6.93,-357.0,2679.0,1986.0
6.957,-357.0,2679.0,1986.0000000000005
7.357,-356.99999999999994,2679.0,1986.0
7.37,-357.0,2679.0,1986.0
7.47,-357.0,2679.0,1986.0
7.517,-357.0,2679.0,1986.0
7.79,-357.0,2679.0,1986.0
